,text
1110,وجهك صحيح ومقزدر ومزال توري فيه سبحان الله فعلا ان لم تستحي فافعل ماتشاء
1292,شحال متعجبينيش
2140,هل هذه جزايرية
584,سمعت عليها ودارو بلبلة بصح ادوان قعدت وشفت فيديو تاعها بصح بانتلي هدرة هدرة حق بدارجة وبنتلي هدرت عل فية لمريضة نفسيا وتقلقت من وقت لوصلنا ليه يتعداو على الاطفال ملغش وقلقة لراه تشوف فالاعتدايات بالجملة وقتل وتنكيل بالچثث ربي يهدينا ويهديهم كما قالت
1745,رى الله رسوله صلى الله عليه وسلم انواعا مما يعذب به بعض العصاة ففي صحيح البخاري عن سمرة بن جندب قال كا النبي صلى الله عليه وسلم اذا صلى صلاة اقبل علينا بوجهه فقال من راى منكم الليلة رويا قال فان راى احد قصها فيقول ما شاء الله فسالنا يوما فقال هل راى احدكم منكم رويا قلنا لا قال لكني رايت الليلة رجلين اتياني فاخذا بيدي فاخرجاني الى الارض المقدسة فاذا رجل جالس ورجل قايم بيده كلوب من حديد قال بعض اصحابنا عن موسى كلوب من حديد يدخله في شدقه حتى يبلغ قفاه ثم يفعل بشدقه الاخر مثل ذلك ويلتيم شدقه هذا فيعود فيصنع مثله قلت ما هذا قالا انطلق فانطلقنا حتى اتينا على رجل مضطجع على قفاه ورجل قايم على راسه بفهر او صخرة فيشدخ به راسه فاذا ضربه تدهده الحجر فانطلق اليه لياخذه فلا يرجع الى هذا حتى يلتيم راسه وعاد راسه كما هو فعاد اليه فضربه قلت من هذا قالا انطلق فانطلقنا الى ثقب مثل التنور اعلاه ضيق واسفله واسع يتوقد تحته نارا فاذا اقترب ارتفعوا حتى كادوا ان يخرجوا فاذا خمدت رجعوا فيها وفيها رجال ونساء عراة فقلت من هذا قالا انطلق فانطلقنا حتى اتينا على نهر من دم فيه رجل قايم على وسط النهر رجل بين يديه حجارة قال يزيد ووهب بن جرير عن جرير بن حازم وعلى شط النهر رجل فاقبل الرجل الذي في النهر فاذا اراد ان يخرج رمى الرجل بحجر في فيه فرده حيث كان فجعل كلما جاء ليخرج رمى في فيه بحجر فيرجع كما كان فقلت من هذا قالا انطلق فانطلقنا حتى انتهينا الى روضة خضراء فيها شجرة عظيمة وفي اصلها شيخ وصبيان واذا رجل قريب من الشجرة بين يديه نار يوقدها فصعدا بي في الشجر وادخلاني دارا لم ار قط احسن منها فيها رجال شيوخ وشباب ونساء وصبيان ثم اخرجاني منها فصعدا بي الشجرة فادخلاني دارا هي احسن وافضل فيها شيوخ وشباب قلت طوفتماني الليلة فاخبراني عما رايت قالا نعم اما الذي رايته يشق شدقه فكذاب يحدث بالكذبة فتحمل عنه حتى تبلغ الافاق فيصنع به ما رايت الى يوم القيامة والذي رايته يشدخ راسه فرجل علمه الله القران فنام عنه بالليل ولم يعمل فيه بالنهار يفعل به الى يوم القيامة والذي رايته في الثقب فهم الزناة والذي رايته في النهر اكلوا الربا والشيخ في اصل الشجرة ابراهيم عليه السلام والصبيان حوله اولاد الناس والذي يوقد النار مالك خازن النار والدار الاولى التي دخلت عامة المومنين واما هذه الدار فدار الشهداء وانا جبريل وهذا ميكاييل فارفع راسك فرفعت راسي فاذا فوقي مثل السحاب قالا ذاك منزلك قلت دعاني ادخل منزلي قالا انه بقي لك عمر لم تستكمله فلو استكملت اتيت منزلك
1757,هذو اولاد بلادك لزم تفتخري بهم
1713,بف زيڨو راه يهدار
206,مديتها في روحك بشوية برك عروحك قاعدة تعيفي حاشى خليقة ربي امسحي لمكياج وشوفي مع روحك
2554,مسكينة تبهدلي معندك حتى مستوى
328,الي مايعرفش شمعناها هو الاخصاء او الخصي بالدارجة
166,سمحلي منيا نتيا كارثة عضما كي عندنا وحدا كما نتيا الجزاير ني زين ني فهما دوماج
1109,جي تم بري خريتي خريتي نورمال طفرت
191,حاطة روحك شي واش ونتي قرواش محطوط
2182,الله يحفظك قوليلي هدوك الظفار دي يديك راك تصلي بيهم جاوبيني
2033,جهناما تكلك
124,احترمي روحك وكي تشدي فمك نقلدوك
1540,مازلتي في الوجه الصحيح او الكذب يعطوه قتلة ملخر قودو علينا وين ندور نلقى شادية
79,ياخاه تعيي دايرة روحها فاهمة
935,اعوذ بالله
104,هاوالله لوكان جات شابا لاقلنا معليش بصح هي والضيع كيف كيف ه
237,روحي استري روحك حسيتك ضااملة الجنة اعوذ بالله من الشيطان الرجيم
134,وجهك صحيح تهدري
2305,لا اعرف من يقرا تعليقي الله يعطيك ركعة فى بيت النبي زورو قناتي واشترك بصدق اردها بصدق وامانة مرحبا
1612,حتى المحجبات يتم التحرش بهن لا تقولي تفاهات
942,اهدري بالعربية يالبدوية
580,هاذي العقيدة نتاعها فاسدة كيفاش طفلة والديها كفار وعايشة معيشت الكفار تقول عليها الله يرحمها على الاقل كانت تسكت وماتقول والو
2229,وجهك عڨبة وانا عيت
1615,يا الموسطاشة دايرة روحك شابة
608,الشيطان خير عليك يا لمعفونة مشوارب وشكرين
1809,الحمد لله ما زالو ابطال بالجزاير ابطال لكن الناس متعرفهمش لان ولاو لي يصلي عند شخصية كبيرة غير معروف لي يسرق يعمل معروف نظن هذا السبب لي خلانا التوالا صح كثرو المخنثين المترجلات الا ان قوله تعالى لا يزال موثرا لقد ارسلنا نوحا ابراهيم انزلنا معهما النبووة الكتاب فمنهم مهتد كثير منهم فاسقون و الجزاير فيها 40 مليون منهم مهتد خصوصا اولاد الحراك كثيرا منهم فاسقون راهم باينين بلا كلام كثيرا
1705,ياودي خلاص لحكاية كان
214,100
859,الان لازم دير فيديو تقول فيه انها قصدت فية معينة فقط وانها لم تعمم ويجب ان تذكر محاسن الرجل الجزايري الي فيه ابوها خطيبها هكذا سترضي من راى انها عممت وتغلق هذا الباب
2515,متكذبيش يالكذابة
1527,طفرت فيك صايي
250,ترباي نتيا برك
1740,والله غير عندها الصح
1750,يامونيا ياجبهة الدلعا يا شعرالشيفون نتيا اكبر طحان
1154,الى المزبلة
1137,اعقاقي طلعي القلب
289,كلامها صواب بصح نتوما تحبو تزيدو فيها عندها لحق واش قالت
2463,نوريد من اصحاب والشعب الجزايري الكل ان نقوم بي حملة ضد صفحتين الخاص بي مونيا بن فغول نقوم بي حضرها او عمل
1451,هي كي تهدر تتفاعل تمتم ردو بالكم تعود كشما تتطرق قدامكم من بعد تخرج منها غازات بلا منقللكم نوع الغازات راكم عارفين ه
